Neighborhood,BldgType,OverallQual,LotArea,BedroomAbvGr,Bathrooms,GarageCars,SalePrice,Price_Per_Sq_Ft
OldTown,1Fam,6,10440,5,2.0,2,256000,24.521072796934867
Gilbert,1Fam,7,9084,3,2.5,2,176500,19.429766622633203
Somerst,1Fam,8,10000,3,2.0,3,227000,22.7
CollgCr,1Fam,5,10780,3,1.0,2,132500,12.291280148423006
Edwards,1Fam,4,8877,2,1.0,1,100000,11.265067027148811
Other,1Fam,5,7200,2,1.5,1,125500,17.430555555555557
NWAmes,1Fam,6,9650,2,2.0,2,167900,17.39896373056995
NWAmes,Duplex,5,9246,4,2.0,2,135000,14.600908500973395
OldTown,1Fam,4,4118,2,1.0,0,52500,12.748907236522584
CollgCr,1Fam,7,13450,3,2.5,2,200000,14.869888475836431
CollgCr,1Fam,5,9560,3,1.0,1,128500,13.44142259414226
NAmes,1Fam,4,8294,3,1.0,4,123000,14.829997588618278
SawyerW,1Fam,6,13695,3,1.0,2,155000,11.3179992698065
CollgCr,1Fam,8,9375,3,2.5,2,228500,24.373333333333335
Other,1Fam,6,7558,3,1.5,2,177000,23.418893887271764
CollgCr,1Fam,7,11103,3,2.5,2,155835,14.035395838962442
OldTown,1Fam,4,6000,2,1.0,1,108500,18.083333333333332
NWAmes,1Fam,7,20781,3,2.0,2,262500,12.631730908041
Other,1Fam,8,15306,3,2.0,3,283463,18.519730824513264
SawyerW,1Fam,7,16196,3,2.0,2,215000,13.274882687083231
OldTown,1Fam,8,5250,4,2.0,0,122000,23.238095238095237
NAmes,Duplex,5,11643,6,3.0,4,200000,17.1777033410633
NAmes,1Fam,6,9247,4,1.5,2,171000,18.49248404888072
Other,1Fam,6,6000,2,1.0,2,134900,22.483333333333334
Other,1Fam,8,14720,4,2.5,3,410000,27.85326086956522
CollgCr,1Fam,7,10316,3,2.5,3,235000,22.780147343931755
NWAmes,1Fam,7,10192,4,3.0,2,170000,16.679748822605966
NAmes,1Fam,5,9477,3,1.0,1,110000,11.607048644085681
NAmes,1Fam,5,12537,3,1.5,2,149900,11.9566084390205
NridgHt,1Fam,9,16737,3,2.0,3,315000,18.820577164366373
Other,1Fam,5,9842,4,3.5,2,189000,19.203413940256045
Other,1Fam,7,16158,3,2.0,2,260000,16.091100383710856
NAmes,1Fam,4,12513,4,2.0,1,104900,8.38328138735715
Gilbert,1Fam,6,8499,3,2.5,2,156932,18.46476056006589
Somerst,TwnhsE,7,3180,2,2.5,2,144152,45.330817610062894
Somerst,1Fam,7,7500,3,2.5,2,216000,28.8
CollgCr,1Fam,7,9179,3,2.5,2,193000,21.026255583396885
CollgCr,TwnhsE,6,4435,1,1.0,2,144000,32.468996617812856
CollgCr,1Fam,8,10635,3,2.0,2,232000,21.814762576398685
OldTown,1Fam,4,5400,2,1.0,1,105000,19.444444444444443
NAmes,1Fam,6,9600,3,1.0,1,165500,17.239583333333332
CollgCr,1Fam,7,9750,3,2.5,2,274300,28.133333333333333
Other,1Fam,10,11400,2,2.5,3,466500,40.921052631578945
Somerst,1Fam,7,10625,3,2.5,3,250000,23.529411764705884
Other,1Fam,8,10991,3,2.0,3,239000,21.745064143390046
Other,1Fam,6,6292,2,1.0,1,91000,14.462809917355372
Edwards,1Fam,5,10998,3,2.0,2,117000,10.638297872340425
Other,Twnhs,6,1953,2,1.5,1,83000,42.498719918074755
Other,1Fam,5,9735,3,2.5,2,167500,17.205957883923986
Edwards,1Fam,3,8212,2,1.0,1,58500,7.123721383341452
NAmes,1Fam,6,12925,4,2.5,2,237500,18.3752417794971
OldTown,1Fam,7,7200,4,1.5,2,157000,21.805555555555557
Edwards,1Fam,6,9060,2,1.0,1,105000,11.589403973509933
Other,1Fam,4,5436,3,1.0,1,125500,23.08682855040471
NWAmes,1Fam,7,16692,5,3.5,2,250000,14.977234603402827
OldTown,1Fam,6,8520,5,2.0,1,136000,15.96244131455399
Gilbert,1Fam,9,14892,3,2.0,3,377500,25.34918076819769
Other,1Fam,6,6000,3,1.0,2,131000,21.833333333333332
CollgCr,1Fam,7,9100,3,2.0,2,235000,25.824175824175825
NAmes,Duplex,5,8944,4,2.0,3,124000,13.864042933810376
NAmes,1Fam,5,7838,3,1.0,1,123000,15.692778770094412
OldTown,2fmCon,6,10800,3,2.0,2,163000,15.092592592592593
Other,TwnhsE,7,4045,2,2.0,3,246578,60.958714462299135
Other,1Fam,8,12665,4,2.5,3,281213,22.203947887879984
Other,1Fam,5,57200,3,1.0,2,160000,2.797202797202797
Other,1Fam,5,6120,4,1.5,1,137500,22.46732026143791
NAmes,1Fam,5,7200,3,1.5,1,138000,19.166666666666668
Other,1Fam,6,6171,3,2.5,1,137450,22.273537514179225
Other,1Fam,6,6000,3,1.0,1,120000,20.0
Gilbert,1Fam,6,7415,3,2.5,2,193000,26.02832097100472
CollgCr,1Fam,7,6762,2,2.0,2,193879,28.67184265010352
Somerst,1Fam,8,15256,3,2.0,3,282922,18.544965915049815
OldTown,1Fam,3,10410,3,1.0,3,105000,10.086455331412104
CollgCr,1Fam,5,8445,2,1.0,2,133000,15.748963883955003
Other,1Fam,5,8780,3,1.0,0,112000,12.75626423690205
OldTown,1Fam,4,7740,3,1.0,2,125500,16.214470284237727
NWAmes,1Fam,7,20544,3,2.5,2,215000,10.465342679127726
CollgCr,1Fam,7,12420,3,2.5,2,230000,18.51851851851852
NAmes,1Fam,6,9600,3,1.5,1,140000,14.583333333333334
NAmes,Duplex,4,7200,2,2.0,2,90000,12.5
SawyerW,1Fam,8,10994,2,2.0,2,257000,23.376387120247408
Other,1Fam,6,13053,4,1.5,2,207000,15.858423350953803
Other,TwnhsE,7,3635,1,2.0,3,175900,48.39064649243466
OldTown,2fmCon,4,11340,4,2.0,2,122500,10.802469135802468
Other,1Fam,8,16545,3,2.5,3,340000,20.550015110305228
NAmes,1Fam,5,9204,3,1.5,1,124000,13.472403302911777
Other,1Fam,6,16381,3,2.0,2,223000,13.613332519382212
NWAmes,1Fam,6,11700,3,2.5,2,179900,15.376068376068377
Other,TwnhsE,6,4043,2,2.0,2,127500,31.535988127628
CollgCr,TwnhsE,6,4435,1,1.0,2,136500,30.777903043968433
Edwards,1Fam,6,19690,4,2.0,2,274970,13.964956830878618
NAmes,1Fam,5,9503,2,1.0,1,144000,15.153109544354415
NAmes,1Fam,6,10721,3,1.0,2,142000,13.245033112582782
Other,1Fam,7,10944,3,2.5,2,271000,24.762426900584796
NAmes,1Fam,5,10930,3,1.5,1,140000,12.808783165599268
OldTown,1Fam,5,7200,2,1.0,1,119000,16.52777777777778
NWAmes,1Fam,6,12546,3,2.0,2,182900,14.578351665869599
Gilbert,1Fam,5,21930,4,2.5,2,192140,8.761513907888737
Other,TwnhsE,6,4928,2,2.0,2,143750,29.1700487012987
OldTown,1Fam,4,10800,4,2.0,1,64500,5.972222222222222
Gilbert,1Fam,6,10261,3,2.5,2,186500,18.175616411655785
Other,1Fam,5,17400,3,2.0,2,160000,9.195402298850574
NAmes,1Fam,6,8400,3,1.5,2,174000,20.714285714285715
NAmes,1Fam,4,9000,3,1.0,2,120500,13.38888888888889
NridgHt,1Fam,8,12444,2,2.0,3,394617,31.71142719382835
OldTown,1Fam,6,7407,2,1.0,2,149700,20.2106115836371
NWAmes,1Fam,7,11584,3,2.5,2,197000,17.00621546961326
Other,1Fam,6,11526,3,2.0,2,191000,16.57123026201631
CollgCr,TwnhsE,6,4426,1,1.0,2,149300,33.732489832806145
Somerst,1Fam,10,11003,3,2.5,3,310000,28.174134327001727
Other,1Fam,6,8854,2,1.0,1,121000,13.666139597921843
CollgCr,1Fam,7,8500,3,2.0,2,179600,21.129411764705882
Sawyer,1Fam,6,8400,3,1.0,1,129000,15.357142857142858
Other,1Fam,5,26142,3,1.0,1,157900,6.040088746079107
CollgCr,1Fam,8,10000,3,2.5,2,240000,24.0
Edwards,1Fam,4,11767,2,1.5,1,112000,9.518143961927423
Other,Twnhs,5,1533,1,1.0,0,92000,60.01304631441618
NAmes,Duplex,5,9000,4,3.0,0,136000,15.11111111111111
Somerst,1Fam,8,9262,3,2.0,3,287090,30.99654502267329
Other,1Fam,5,17217,3,1.0,0,84500,4.907939826915258
Somerst,1Fam,7,7500,2,2.0,2,185000,24.666666666666668
Gilbert,1Fam,6,7917,3,2.5,2,175000,22.104332449160037
NWAmes,1Fam,6,13175,3,2.0,2,210000,15.939278937381404
Other,1Fam,7,9042,4,2.0,1,266500,29.47356779473568
NAmes,1Fam,5,9717,2,1.0,1,142125,14.626427909848719
Edwards,1Fam,5,9937,3,1.5,1,147500,14.84351413907618
